ExperimentID,MissionID,TextNumber,SystemName,UserID,Event,Timestamp,ActualResult,MissionText,TotalTime,Verdict
0_VoiceGaze_111_05-05-2021,VoiceGaze_#0_0,0,VoiceGaze,111,StartMission,2021-05-05 18:32:28,,Navigate to page 1 paragraph 1 line 2
