ExperimentID,SystemName,TextNumber,UserID,Event,Timestamp
0_VoiceMouse_319084893_12-05-2021,VoiceMouse,0,319084893,NewExperiment,2021-05-12 08:44:02
0_VoiceOnly_319084893_12-05-2021,VoiceOnly,0,319084893,NewExperiment,2021-05-12 08:48:04
0_VoiceOnly_319084893_12-05-2021,VoiceOnly,0,319084893,EndExperiment,2021-05-12 08:48:44
0_VoiceOnly_319084893_12-05-2021,VoiceOnly,0,319084893,NewExperiment,2021-05-12 08:59:34
0_VoiceOnly_319084893_12-05-2021,VoiceOnly,0,319084893,EndExperiment,2021-05-12 08:59:48
0_VoiceOnly_319084893_12-05-2021,VoiceOnly,0,319084893,NewExperiment,2021-05-12 09:01:44
0_VoiceOnly_319084893_12-05-2021,VoiceOnly,0,319084893,EndExperiment,2021-05-12 09:02:01
0_VoiceOnly_319084893_12-05-2021,VoiceOnly,0,319084893,NewExperiment,2021-05-12 09:08:48
0_VoiceOnly_319084893_12-05-2021,VoiceOnly,0,319084893,EndExperiment,2021-05-12 09:09:06
1_VoiceMouse_319084893_12-05-2021,VoiceMouse,1,319084893,NewExperiment,2021-05-12 09:09:22
1_VoiceMouse_319084893_12-05-2021,VoiceMouse,1,319084893,EndExperiment,2021-05-12 09:09:39
2_VoiceMouse_319084893_12-05-2021,VoiceMouse,2,319084893,NewExperiment,2021-05-12 09:10:00
2_VoiceMouse_319084893_12-05-2021,VoiceMouse,2,319084893,EndExperiment,2021-05-12 09:10:26
