ExperimentID,MissionID,TextNumber,SystemName,UserID,Event,Timestamp,ActualResult,MissionText,TotalTime,Verdict
0_VoiceGaze_213_04-05-2021,VoiceGaze_#0_0,0,VoiceGaze,213,StartMission,2021-05-04 13:45:31,,Navigate to page 1 paragraph 1 line 2
