ExperimentID,SystemName,TextNumber,UserID,Event,Timestamp
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,NewExperiment,2021-05-13 13:14:50
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,EndExperiment,2021-05-13 13:15:19
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,NewExperiment,2021-05-13 13:15:55
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,EndExperiment,2021-05-13 13:16:23
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,NewExperiment,2021-05-13 13:18:40
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,EndExperiment,2021-05-13 13:19:01
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,NewExperiment,2021-05-13 13:19:51
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,EndExperiment,2021-05-13 13:20:11
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,NewExperiment,2021-05-13 13:23:53
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,EndExperiment,2021-05-13 13:24:18
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,NewExperiment,2021-05-13 13:24:55
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,EndExperiment,2021-05-13 13:25:15
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,NewExperiment,2021-05-13 13:28:29
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,EndExperiment,2021-05-13 13:29:06
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,NewExperiment,2021-05-13 13:29:30
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,EndExperiment,2021-05-13 13:29:58
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,NewExperiment,2021-05-13 13:31:10
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,EndExperiment,2021-05-13 13:31:34
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,NewExperiment,2021-05-13 13:33:29
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,EndExperiment,2021-05-13 13:33:48
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,NewExperiment,2021-05-13 13:34:44
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,EndExperiment,2021-05-13 13:35:13
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,NewExperiment,2021-05-13 13:35:45
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,EndExperiment,2021-05-13 13:36:10
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,NewExperiment,2021-05-13 13:40:42
0_VoiceOnly_319084893_13-05-2021,VoiceOnly,0,319084893,EndExperiment,2021-05-13 13:41:01
