ExperimentID,MissionID,TextNumber,SystemName,UserID,Event,Timestamp,ActualResult,MissionText,TotalTime,Verdict
0_VoiceGaze_123_06-05-2021,VoiceGaze_#0_0,0,VoiceGaze,123,StartMission,2021-05-06 16:31:58,,Navigate to page 1 paragraph 1 line 2
